date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_biometric,month,year
9/22/25,Maharashtra,Nagpur,441102,0,1,0,1,9,2025
9/22/25,Maharashtra,Nagpur,441108,2,1,0,1,9,2025
9/22/25,Maharashtra,Nagpur,441204,1,0,0,0,9,2025
9/22/25,Maharashtra,Nagpur,441302,1,0,0,0,9,2025
9/21/25,Maharashtra,Nagpur,440014,2,0,0,0,9,2025
9/25/25,Maharashtra,Nagpur,440002,4,1,0,1,9,2025
9/25/25,Maharashtra,Nagpur,440003,1,0,0,0,9,2025
9/25/25,Maharashtra,Nagpur,440013,3,3,0,3,9,2025
9/25/25,Maharashtra,Nagpur,440025,1,1,0,1,9,2025
9/25/25,Maharashtra,Nagpur,441102,4,0,0,0,9,2025
9/25/25,Maharashtra,Nagpur,441105,12,0,0,0,9,2025
9/25/25,Maharashtra,Nagpur,441109,2,1,0,1,9,2025
9/25/25,Maharashtra,Nagpur,441113,5,0,0,0,9,2025
9/25/25,Maharashtra,Nagpur,441203,5,0,0,0,9,2025
9/25/25,Maharashtra,Nagpur,441501,1,1,0,1,9,2025
9/23/25,Maharashtra,Nagpur,440006,1,1,0,1,9,2025
9/23/25,Maharashtra,Nagpur,440025,1,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,440034,7,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,440035,3,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,441002,4,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,441107,5,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,441108,2,1,0,1,9,2025
9/23/25,Maharashtra,Nagpur,441203,2,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,441214,2,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,441301,1,0,0,0,9,2025
9/23/25,Maharashtra,Nagpur,441305,2,0,0,0,9,2025
9/24/25,Maharashtra,Nagpur,440001,1,0,0,0,9,2025
9/24/25,Maharashtra,Nagpur,440013,7,2,0,2,9,2025
9/24/25,Maharashtra,Nagpur,440015,3,1,0,1,9,2025
9/24/25,Maharashtra,Nagpur,440030,2,0,0,0,9,2025
9/24/25,Maharashtra,Nagpur,440033,1,0,0,0,9,2025
9/24/25,Maharashtra,Nagpur,440037,0,1,0,1,9,2025
9/24/25,Maharashtra,Nagpur,441109,2,0,0,0,9,2025
9/24/25,Maharashtra,Nagpur,441306,1,0,0,0,9,2025
9/29/25,Maharashtra,Nagpur,441214,1,0,0,0,9,2025
9/27/25,Maharashtra,Nagpur,440002,1,0,0,0,9,2025
9/27/25,Maharashtra,Nagpur,440008,1,1,0,1,9,2025
9/27/25,Maharashtra,Nagpur,440034,1,0,0,0,9,2025
9/27/25,Maharashtra,Nagpur,440035,1,0,0,0,9,2025
9/27/25,Maharashtra,Nagpur,441301,1,0,0,0,9,2025
9/27/25,Maharashtra,Nagpur,441501,1,0,0,0,9,2025
9/28/25,Maharashtra,Nagpur,440008,1,0,0,0,9,2025
9/28/25,Maharashtra,Nagpur,440024,1,0,0,0,9,2025
9/26/25,Maharashtra,Nagpur,440001,2,0,0,0,9,2025
9/26/25,Maharashtra,Nagpur,440005,1,0,0,0,9,2025
9/26/25,Maharashtra,Nagpur,440014,3,0,0,0,9,2025
9/26/25,Maharashtra,Nagpur,440019,1,0,0,0,9,2025
9/26/25,Maharashtra,Nagpur,440023,5,0,0,0,9,2025
9/26/25,Maharashtra,Nagpur,441113,1,0,0,0,9,2025
9/26/25,Maharashtra,Nagpur,441203,2,3,0,3,9,2025
9/26/25,Maharashtra,Nagpur,441302,1,1,0,1,9,2025
10/26/25,Maharashtra,Nagpur,440008,0,2,0,2,10,2025
10/26/25,Maharashtra,Nagpur,440027,1,0,0,0,10,2025
10/26/25,Maharashtra,Nagpur,440037,1,0,0,0,10,2025
10/26/25,Maharashtra,Nagpur,441108,1,0,0,0,10,2025
10/26/25,Maharashtra,Nagpur,441113,1,0,0,0,10,2025
10/15/25,Maharashtra,Nagpur,440001,4,0,0,0,10,2025
10/15/25,Maharashtra,Nagpur,440004,1,1,0,1,10,2025
10/15/25,Maharashtra,Nagpur,440018,3,1,0,1,10,2025
10/15/25,Maharashtra,Nagpur,441108,5,0,0,0,10,2025
10/15/25,Maharashtra,Nagpur,441204,1,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,440001,0,1,0,1,10,2025
10/13/25,Maharashtra,Nagpur,440010,2,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,440016,2,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,440025,2,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,440033,1,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441104,2,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441107,4,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441108,5,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441110,2,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441203,7,1,0,1,10,2025
10/13/25,Maharashtra,Nagpur,441210,3,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441301,1,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441305,2,0,0,0,10,2025
10/13/25,Maharashtra,Nagpur,441401,2,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,440008,0,1,0,1,10,2025
10/16/25,Maharashtra,Nagpur,440010,1,1,0,1,10,2025
10/16/25,Maharashtra,Nagpur,440013,3,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,440014,1,1,0,1,10,2025
10/16/25,Maharashtra,Nagpur,440017,9,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,440018,2,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,440023,6,1,0,1,10,2025
10/16/25,Maharashtra,Nagpur,440027,1,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,441110,1,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,441111,2,1,0,1,10,2025
10/16/25,Maharashtra,Nagpur,441112,1,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,441113,1,0,0,0,10,2025
10/16/25,Maharashtra,Nagpur,441203,2,1,0,1,10,2025
10/17/25,Maharashtra,Nagpur,440010,2,3,0,3,10,2025
10/17/25,Maharashtra,Nagpur,440012,1,0,0,0,10,2025
10/17/25,Maharashtra,Nagpur,440013,2,1,0,1,10,2025
10/17/25,Maharashtra,Nagpur,440017,18,2,0,2,10,2025
10/17/25,Maharashtra,Nagpur,440025,1,0,0,0,10,2025
10/17/25,Maharashtra,Nagpur,440030,4,0,0,0,10,2025
10/17/25,Maharashtra,Nagpur,441106,5,0,0,0,10,2025
10/17/25,Maharashtra,Nagpur,441113,4,0,0,0,10,2025
10/17/25,Maharashtra,Nagpur,441203,9,0,0,0,10,2025
10/19/25,Maharashtra,Nagpur,440001,1,0,0,0,10,2025
10/19/25,Maharashtra,Nagpur,440009,3,0,0,0,10,2025
10/19/25,Maharashtra,Nagpur,440034,1,0,0,0,10,2025
10/19/25,Maharashtra,Nagpur,441214,1,0,0,0,10,2025
10/19/25,Maharashtra,Nagpur,441502,1,0,0,0,10,2025
10/18/25,Maharashtra,Nagpur,440017,6,0,0,0,10,2025
10/18/25,Maharashtra,Nagpur,440018,0,1,0,1,10,2025
10/18/25,Maharashtra,Nagpur,440034,4,0,0,0,10,2025
10/18/25,Maharashtra,Nagpur,441001,2,0,0,0,10,2025
10/18/25,Maharashtra,Nagpur,441101,6,1,0,1,10,2025
10/18/25,Maharashtra,Nagpur,441103,1,0,0,0,10,2025
10/18/25,Maharashtra,Nagpur,441105,1,1,0,1,10,2025
10/18/25,Maharashtra,Nagpur,441113,1,0,0,0,10,2025
10/18/25,Maharashtra,Nagpur,441204,1,0,0,0,10,2025
10/18/25,Maharashtra,Nagpur,441306,2,0,0,0,10,2025
10/20/25,Maharashtra,Nagpur,440004,0,1,0,1,10,2025
10/20/25,Maharashtra,Nagpur,440009,2,0,0,0,10,2025
10/20/25,Maharashtra,Nagpur,440022,1,1,0,1,10,2025
10/20/25,Maharashtra,Nagpur,440024,4,0,0,0,10,2025
10/20/25,Maharashtra,Nagpur,440026,3,0,0,0,10,2025
10/20/25,Maharashtra,Nagpur,440034,1,1,0,1,10,2025
10/20/25,Maharashtra,Nagpur,441001,1,0,0,0,10,2025
10/21/25,Maharashtra,Nagpur,440008,2,0,0,0,10,2025
10/21/25,Maharashtra,Nagpur,440025,1,0,0,0,10,2025
10/21/25,Maharashtra,Nagpur,441501,1,0,0,0,10,2025
10/24/25,Maharashtra,Nagpur,440015,1,0,0,0,10,2025
10/24/25,Maharashtra,Nagpur,440016,1,0,0,0,10,2025
10/24/25,Maharashtra,Nagpur,440024,1,0,0,0,10,2025
10/24/25,Maharashtra,Nagpur,441105,2,0,0,0,10,2025
10/24/25,Maharashtra,Nagpur,441106,1,0,0,0,10,2025
10/24/25,Maharashtra,Nagpur,441401,1,0,0,0,10,2025
10/25/25,Maharashtra,Nagpur,440001,1,0,0,0,10,2025
10/25/25,Maharashtra,Nagpur,440002,2,0,0,0,10,2025
10/25/25,Maharashtra,Nagpur,440025,1,0,0,0,10,2025
10/25/25,Maharashtra,Nagpur,440026,2,1,0,1,10,2025
10/25/25,Maharashtra,Nagpur,440036,1,0,0,0,10,2025
10/27/25,Maharashtra,Nagpur,440006,1,0,1,1,10,2025
10/27/25,Maharashtra,Nagpur,440026,1,0,0,0,10,2025
10/27/25,Maharashtra,Nagpur,440034,2,0,0,0,10,2025
10/27/25,Maharashtra,Nagpur,441302,1,0,0,0,10,2025
10/28/25,Maharashtra,Nagpur,440026,2,2,0,2,10,2025
10/28/25,Maharashtra,Nagpur,440035,1,0,0,0,10,2025
10/28/25,Maharashtra,Nagpur,441105,1,0,0,0,10,2025
10/28/25,Maharashtra,Nagpur,441112,1,0,0,0,10,2025
11/5/25,Maharashtra,Nagpur,440014,3,1,0,1,11,2025
11/5/25,Maharashtra,Nagpur,440018,5,0,0,0,11,2025
11/5/25,Maharashtra,Nagpur,441102,2,0,0,0,11,2025
11/5/25,Maharashtra,Nagpur,441106,1,0,0,0,11,2025
11/5/25,Maharashtra,Nagpur,441214,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,440010,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,440015,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,440017,0,1,0,1,11,2025
11/3/25,Maharashtra,Nagpur,440019,0,1,0,1,11,2025
11/3/25,Maharashtra,Nagpur,440024,0,1,0,1,11,2025
11/3/25,Maharashtra,Nagpur,441214,1,0,0,0,11,2025
11/3/25,Maharashtra,Nagpur,441401,5,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,440003,0,1,0,1,11,2025
11/7/25,Maharashtra,Nagpur,440014,2,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,440018,4,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,440023,1,1,0,1,11,2025
11/7/25,Maharashtra,Nagpur,440024,6,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,440025,3,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,440026,2,1,0,1,11,2025
11/7/25,Maharashtra,Nagpur,440034,4,3,0,3,11,2025
11/7/25,Maharashtra,Nagpur,441201,1,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,441202,1,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,441203,3,0,0,0,11,2025
11/7/25,Maharashtra,Nagpur,441401,4,0,1,1,11,2025
11/7/25,Maharashtra,Nagpur,441404,1,0,1,1,11,2025
11/6/25,Maharashtra,Nagpur,440010,1,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,440013,3,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,440014,1,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,441107,2,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,441122,1,0,0,0,11,2025
11/6/25,Maharashtra,Nagpur,441210,0,1,0,1,11,2025
11/8/25,Maharashtra,Nagpur,440009,4,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,440014,2,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,440017,5,2,0,2,11,2025
11/8/25,Maharashtra,Nagpur,441101,1,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,441204,2,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,441302,1,0,0,0,11,2025
11/8/25,Maharashtra,Nagpur,441501,4,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440004,2,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440010,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440013,5,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440014,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,440015,1,3,0,3,11,2025
11/9/25,Maharashtra,Nagpur,440018,3,1,0,1,11,2025
11/9/25,Maharashtra,Nagpur,440026,5,2,0,2,11,2025
11/9/25,Maharashtra,Nagpur,441106,1,0,0,0,11,2025
11/9/25,Maharashtra,Nagpur,441401,3,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,440018,1,1,0,1,11,2025
11/13/25,Maharashtra,Nagpur,440023,3,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,441108,1,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,441113,1,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,441203,2,0,0,0,11,2025
11/13/25,Maharashtra,Nagpur,441301,1,0,0,0,11,2025
11/12/25,Maharashtra,Nagpur,440001,0,1,0,1,11,2025
11/12/25,Maharashtra,Nagpur,440008,6,2,0,2,11,2025
11/12/25,Maharashtra,Nagpur,440017,1,0,0,0,11,2025
11/12/25,Maharashtra,Nagpur,440022,0,1,0,1,11,2025
11/12/25,Maharashtra,Nagpur,440025,2,0,0,0,11,2025
11/12/25,Maharashtra,Nagpur,441306,1,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,440004,1,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,440009,3,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,440022,3,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,441105,6,0,0,0,11,2025
11/16/25,Maharashtra,Nagpur,441110,3,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,440008,2,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,440032,2,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,441002,1,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,441108,3,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,441214,2,0,0,0,11,2025
11/17/25,Maharashtra,Nagpur,441401,1,0,0,0,11,2025
12/15/25,Maharashtra,Nagpur,440016,5,1,0,1,12,2025
12/15/25,Maharashtra,Nagpur,440025,5,1,0,1,12,2025
12/15/25,Maharashtra,Nagpur,441105,4,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441109,2,0,0,0,12,2025
12/15/25,Maharashtra,Nagpur,441201,1,1,0,1,12,2025
11/25/25,Maharashtra,Nagpur,440002,4,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440008,7,3,0,3,11,2025
11/25/25,Maharashtra,Nagpur,440014,3,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440015,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440016,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440023,9,2,0,2,11,2025
11/25/25,Maharashtra,Nagpur,440033,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440034,11,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,440036,1,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441203,3,0,0,0,11,2025
11/25/25,Maharashtra,Nagpur,441204,2,0,0,0,11,2025
10/30/25,Maharashtra,Nagpur,440009,5,0,0,0,10,2025
10/30/25,Maharashtra,Nagpur,440019,1,0,0,0,10,2025
10/30/25,Maharashtra,Nagpur,440026,16,1,0,1,10,2025
10/30/25,Maharashtra,Nagpur,440027,10,2,0,2,10,2025
10/30/25,Maharashtra,Nagpur,440030,6,0,0,0,10,2025
10/30/25,Maharashtra,Nagpur,440033,3,0,0,0,10,2025
10/30/25,Maharashtra,Nagpur,441103,2,1,0,1,10,2025
10/30/25,Maharashtra,Nagpur,441106,7,0,0,0,10,2025
10/30/25,Maharashtra,Nagpur,441107,4,2,0,2,10,2025
10/30/25,Maharashtra,Nagpur,441401,5,0,0,0,10,2025
10/30/25,Maharashtra,Nagpur,441502,2,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,440002,3,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,440013,8,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,440018,5,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,440024,2,3,0,3,10,2025
10/31/25,Maharashtra,Nagpur,440025,1,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,440026,8,1,0,1,10,2025
10/31/25,Maharashtra,Nagpur,440027,5,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,441104,1,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,441301,3,0,0,0,10,2025
10/31/25,Maharashtra,Nagpur,441501,1,0,0,0,10,2025
10/29/25,Maharashtra,Nagpur,440004,1,0,0,0,10,2025
10/29/25,Maharashtra,Nagpur,440026,6,2,0,2,10,2025
10/29/25,Maharashtra,Nagpur,440034,4,0,0,0,10,2025
10/29/25,Maharashtra,Nagpur,440035,1,2,0,2,10,2025
10/29/25,Maharashtra,Nagpur,441105,1,0,0,0,10,2025
10/29/25,Maharashtra,Nagpur,441302,1,0,0,0,10,2025
10/29/25,Maharashtra,Nagpur,441304,1,0,0,0,10,2025
11/1/25,Maharashtra,Nagpur,440002,1,0,0,0,11,2025
11/1/25,Maharashtra,Nagpur,440008,1,0,0,0,11,2025
11/1/25,Maharashtra,Nagpur,440027,1,0,0,0,11,2025
11/1/25,Maharashtra,Nagpur,441105,1,0,0,0,11,2025
11/2/25,Maharashtra,Nagpur,440019,0,1,0,1,11,2025
11/2/25,Maharashtra,Nagpur,440024,10,4,0,4,11,2025
11/2/25,Maharashtra,Nagpur,440025,2,1,0,1,11,2025
11/2/25,Maharashtra,Nagpur,440032,1,1,0,1,11,2025
11/2/25,Maharashtra,Nagpur,441105,3,0,0,0,11,2025
11/2/25,Maharashtra,Nagpur,441111,4,1,0,1,11,2025
11/2/25,Maharashtra,Nagpur,441301,2,0,0,0,11,2025
11/2/25,Maharashtra,Nagpur,441302,5,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,440017,12,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,440026,6,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,440027,2,1,0,1,11,2025
11/10/25,Maharashtra,Nagpur,440030,3,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,440035,9,1,0,1,11,2025
11/10/25,Maharashtra,Nagpur,441107,2,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,441110,1,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,441122,1,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,441204,2,0,0,0,11,2025
11/10/25,Maharashtra,Nagpur,441502,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,440019,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,440023,4,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,440035,7,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441111,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441202,1,0,0,0,11,2025
11/11/25,Maharashtra,Nagpur,441305,1,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,440005,1,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,440008,4,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,440012,1,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,440015,1,1,0,1,11,2025
11/14/25,Maharashtra,Nagpur,440017,6,1,0,1,11,2025
11/14/25,Maharashtra,Nagpur,440025,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441107,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441122,1,1,0,1,11,2025
11/14/25,Maharashtra,Nagpur,441204,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441303,2,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441305,1,0,0,0,11,2025
11/14/25,Maharashtra,Nagpur,441401,1,1,0,1,11,2025
11/15/25,Maharashtra,Nagpur,440004,1,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,440010,5,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,440016,4,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,440017,8,3,0,3,11,2025
11/15/25,Maharashtra,Nagpur,440019,1,1,0,1,11,2025
11/15/25,Maharashtra,Nagpur,440027,9,0,1,1,11,2025
11/15/25,Maharashtra,Nagpur,441001,3,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441103,5,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441105,5,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441106,13,3,0,3,11,2025
11/15/25,Maharashtra,Nagpur,441113,2,1,0,1,11,2025
11/15/25,Maharashtra,Nagpur,441214,3,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441404,1,0,0,0,11,2025
11/15/25,Maharashtra,Nagpur,441501,1,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,440006,3,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,440008,11,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,440010,2,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,440012,1,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,440022,2,1,0,1,11,2025
11/19/25,Maharashtra,Nagpur,440023,8,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441105,3,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441112,2,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441113,2,0,0,0,11,2025
11/19/25,Maharashtra,Nagpur,441214,3,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,440002,6,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,440007,1,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,440012,1,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,440013,3,1,0,1,11,2025
11/18/25,Maharashtra,Nagpur,440019,1,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,440030,2,2,0,2,11,2025
11/18/25,Maharashtra,Nagpur,440034,16,1,0,1,11,2025
11/18/25,Maharashtra,Nagpur,440035,15,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,441105,1,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,441112,2,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,441203,5,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,441204,1,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,441210,7,0,0,0,11,2025
11/18/25,Maharashtra,Nagpur,441305,0,1,0,1,11,2025
11/18/25,Maharashtra,Nagpur,441401,4,0,0,0,11,2025
12/21/25,Maharashtra,Nagpur,440024,3,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,440032,2,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441101,3,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441103,2,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441105,2,0,0,0,12,2025
12/21/25,Maharashtra,Nagpur,441203,1,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440004,1,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440026,19,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,440035,17,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441111,2,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441203,11,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441204,5,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441214,3,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441306,5,0,0,0,12,2025
12/22/25,Maharashtra,Nagpur,441502,7,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440009,2,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440010,4,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440012,1,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440015,1,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440022,4,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,440026,8,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441102,1,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441104,4,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441107,4,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441108,8,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441210,3,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441302,3,0,0,0,12,2025
12/23/25,Maharashtra,Nagpur,441305,3,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440009,1,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440019,2,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440022,2,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440023,3,1,1,2,12,2025
12/24/25,Maharashtra,Nagpur,440030,2,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440034,5,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,440037,1,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441001,2,0,3,3,12,2025
12/24/25,Maharashtra,Nagpur,441102,1,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441305,3,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441306,1,0,0,0,12,2025
12/24/25,Maharashtra,Nagpur,441401,4,0,4,4,12,2025
12/25/25,Maharashtra,Nagpur,440008,0,2,0,2,12,2025
12/25/25,Maharashtra,Nagpur,440009,2,2,0,2,12,2025
12/25/25,Maharashtra,Nagpur,440017,6,1,0,1,12,2025
12/25/25,Maharashtra,Nagpur,440033,1,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,440035,3,1,0,1,12,2025
12/25/25,Maharashtra,Nagpur,441104,4,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,441108,4,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,441302,2,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,441305,1,0,0,0,12,2025
12/25/25,Maharashtra,Nagpur,441404,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,440002,2,1,0,1,12,2025
12/26/25,Maharashtra,Nagpur,440022,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,440030,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,440034,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441103,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441104,2,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441106,4,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441110,1,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441203,4,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441306,3,0,0,0,12,2025
12/26/25,Maharashtra,Nagpur,441401,2,1,0,1,12,2025
12/27/25,Maharashtra,Nagpur,440008,2,1,0,1,12,2025
12/27/25,Maharashtra,Nagpur,440015,1,0,0,0,12,2025
12/27/25,Maharashtra,Nagpur,440026,0,1,0,1,12,2025
