date     ,state       ,district ,pincode ,bio_age_5_17 ,bio_age_17_ ,total_biometric ,month ,year
12/28/25 ,Maharashtra ,Nagpur   , 440006 ,           0 ,          2 ,              2 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440022 ,           3 ,          4 ,              7 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440026 ,          17 ,          8 ,             25 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440027 ,           2 ,          6 ,              8 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440033 ,           1 ,          3 ,              4 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440034 ,           4 ,          8 ,             12 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440036 ,           0 ,          7 ,              7 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441002 ,           0 ,          3 ,              3 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441102 ,           3 ,          5 ,              8 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441103 ,           2 ,          7 ,              9 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441201 ,           0 ,          3 ,              3 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441204 ,           0 ,          4 ,              4 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441214 ,           0 ,          3 ,              3 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441401 ,           4 ,          5 ,              9 ,   12 ,2025
1/1/26   ,Maharashtra ,Nagpur   , 440014 ,          17 ,         21 ,             38 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440015 ,          15 ,         25 ,             40 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440032 ,          12 ,         13 ,             25 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441001 ,           1 ,          3 ,              4 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441109 ,           0 ,          4 ,              4 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441110 ,          22 ,         44 ,             66 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441111 ,          11 ,         16 ,             27 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441210 ,           5 ,         39 ,             44 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441301 ,           4 ,         19 ,             23 ,    1 ,2026
12/29/25 ,Maharashtra ,Nagpur   , 440008 ,          13 ,         22 ,             35 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440009 ,          15 ,         11 ,             26 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440014 ,           2 ,          8 ,             10 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440015 ,           9 ,          8 ,             17 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440018 ,           6 ,         11 ,             17 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440019 ,           3 ,          5 ,              8 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440026 ,          11 ,         21 ,             32 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440032 ,           3 ,          3 ,              6 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440033 ,           1 ,          6 ,              7 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441102 ,           7 ,          7 ,             14 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441103 ,           3 ,         14 ,             17 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441104 ,           7 ,         10 ,             17 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441109 ,           0 ,          2 ,              2 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441110 ,          16 ,         16 ,             32 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441112 ,           7 ,          4 ,             11 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441201 ,          11 ,         26 ,             37 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441302 ,          16 ,         12 ,             28 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441306 ,          23 ,          9 ,             32 ,   12 ,2025
1/3/26   ,Maharashtra ,Nagpur   , 440014 ,           5 ,          3 ,              8 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440018 ,           1 ,          6 ,              7 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440023 ,           6 ,          8 ,             14 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440024 ,           5 ,          5 ,             10 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440027 ,           3 ,          2 ,              5 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440036 ,           1 ,          5 ,              6 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441002 ,           0 ,          3 ,              3 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441103 ,           2 ,          8 ,             10 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441104 ,           1 ,          2 ,              3 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441105 ,           1 ,          4 ,              5 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441106 ,           6 ,         10 ,             16 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441113 ,           1 ,          2 ,              3 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441201 ,           0 ,          4 ,              4 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441401 ,           5 ,          9 ,             14 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440001 ,           5 ,         13 ,             18 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440005 ,           1 ,          1 ,              2 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440007 ,           0 ,          2 ,              2 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440008 ,          28 ,         49 ,             77 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440012 ,           2 ,          6 ,              8 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440023 ,          34 ,         39 ,             73 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440035 ,          17 ,         37 ,             54 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441106 ,          15 ,         66 ,             81 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441201 ,           4 ,         32 ,             36 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441202 ,           8 ,         21 ,             29 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441203 ,          23 ,         52 ,             75 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441303 ,           3 ,          7 ,             10 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441404 ,           4 ,          3 ,              7 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441501 ,          12 ,         43 ,             55 ,    1 ,2026
12/4/25  ,Maharashtra ,Nagpur   , 441303 ,           2 ,          1 ,              3 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441204 ,           2 ,          2 ,              4 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440023 ,           1 ,          6 ,              7 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441002 ,           0 ,          4 ,              4 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441214 ,           9 ,         13 ,             22 ,   12 ,2025
12/13/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 440020 ,           1 ,          0 ,              1 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440002 ,          16 ,         32 ,             48 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440007 ,           3 ,          1 ,              4 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440009 ,          14 ,         52 ,             66 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440012 ,           2 ,          4 ,              6 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440013 ,          11 ,         33 ,             44 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440014 ,           8 ,         11 ,             19 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440016 ,           8 ,         13 ,             21 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440023 ,          21 ,         36 ,             57 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440030 ,           4 ,          8 ,             12 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440035 ,          19 ,         48 ,             67 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441002 ,           6 ,         16 ,             22 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441102 ,           6 ,         14 ,             20 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441105 ,          11 ,          5 ,             16 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441108 ,          13 ,         19 ,             32 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440016 ,           0 ,          8 ,              8 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440018 ,           1 ,         11 ,             12 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440019 ,           0 ,          3 ,              3 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440024 ,           0 ,         20 ,             20 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440025 ,           0 ,          1 ,              1 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441105 ,           0 ,          1 ,              1 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441110 ,           0 ,          7 ,              7 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441210 ,           0 ,          1 ,              1 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441306 ,           0 ,          1 ,              1 ,   12 ,2025
12/17/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 440029 ,           1 ,          0 ,              1 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 440021 ,           1 ,          0 ,              1 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440015 ,           0 ,          2 ,              2 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440023 ,           0 ,         16 ,             16 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440026 ,           1 ,          5 ,              6 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440037 ,           0 ,          3 ,              3 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441001 ,           0 ,          1 ,              1 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441002 ,           0 ,          2 ,              2 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441107 ,           0 ,          1 ,              1 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441501 ,           0 ,          1 ,              1 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440007 ,           0 ,          3 ,              3 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440003 ,           0 ,          1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440008 ,           0 ,          4 ,              4 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440009 ,           0 ,          5 ,              5 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440018 ,           0 ,          5 ,              5 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440022 ,           0 ,          2 ,              2 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440037 ,           1 ,          4 ,              5 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441101 ,           0 ,          1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441107 ,           0 ,          1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441110 ,           1 ,          4 ,              5 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441111 ,           0 ,          5 ,              5 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441202 ,           1 ,          1 ,              2 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441501 ,           0 ,          1 ,              1 ,   12 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          3 ,              3 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440005 ,           0 ,          2 ,              2 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441204 ,           0 ,          1 ,              1 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441305 ,           0 ,          1 ,              1 ,   11 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440007 ,          12 ,         39 ,             51 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441202 ,         196 ,        608 ,            804 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440015 ,          93 ,        271 ,            364 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440032 ,          72 ,        162 ,            234 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441103 ,         166 ,        388 ,            554 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441101 ,         253 ,        548 ,            801 ,    3 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440037 ,          24 ,         60 ,             84 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440030 ,         134 ,        294 ,            428 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441306 ,         114 ,        511 ,            625 ,    4 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441306 ,          82 ,        449 ,            531 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441302 ,         139 ,        602 ,            741 ,    5 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440026 ,         243 ,        853 ,           1096 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440024 ,         240 ,        778 ,           1018 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440006 ,          43 ,         97 ,            140 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441107 ,         285 ,        525 ,            810 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441109 ,          67 ,         65 ,            132 ,    3 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441502 ,         117 ,        263 ,            380 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441001 ,          80 ,        163 ,            243 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441109 ,          25 ,         47 ,             72 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441107 ,         171 ,        430 ,            601 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440021 ,          15 ,         15 ,             30 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440018 ,         420 ,        664 ,           1084 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440002 ,         364 ,        649 ,           1013 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440017 ,         482 ,        910 ,           1392 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441214 ,          69 ,        310 ,            379 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441106 ,         295 ,       1274 ,           1569 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441303 ,          76 ,        178 ,            254 ,    4 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441104 ,         207 ,        685 ,            892 ,    5 ,2025
6/1/25   ,Maharashtra ,Nagpur   , 441210 ,         220 ,        800 ,           1020 ,    6 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440032 ,         149 ,        224 ,            373 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440018 ,         508 ,        807 ,           1315 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440014 ,         210 ,        502 ,            712 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441501 ,         204 ,        290 ,            494 ,    5 ,2025
6/1/25   ,Maharashtra ,Nagpur   , 441201 ,         137 ,        537 ,            674 ,    6 ,2025
9/1/25   ,Maharashtra ,Nagpur   , 441122 ,           0 ,          1 ,              1 ,    9 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440007 ,           2 ,          1 ,              3 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441122 ,           2 ,         15 ,             17 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441302 ,           8 ,         40 ,             48 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441404 ,           4 ,          8 ,             12 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440003 ,           3 ,          7 ,             10 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440004 ,           2 ,          7 ,              9 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440019 ,           0 ,          1 ,              1 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441204 ,           6 ,         33 ,             39 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441404 ,           0 ,          5 ,              5 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440020 ,           0 ,          1 ,              1 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 440007 ,           1 ,          0 ,              1 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 440019 ,           0 ,          1 ,              1 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441214 ,           1 ,          6 ,              7 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441404 ,           2 ,          7 ,              9 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441502 ,           0 ,          2 ,              2 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,   10 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441109 ,           2 ,          6 ,              8 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441112 ,           1 ,          3 ,              4 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441204 ,           2 ,          7 ,              9 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441303 ,           2 ,          8 ,             10 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440037 ,           0 ,          1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441303 ,           0 ,          1 ,              1 ,   11 ,2025
11/13/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          1 ,              1 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          1 ,              1 ,   11 ,2025
11/15/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,   11 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440013 ,           0 ,          9 ,              9 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440018 ,           1 ,          3 ,              4 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441108 ,           1 ,          2 ,              3 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441109 ,           0 ,          1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441301 ,           0 ,          1 ,              1 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440005 ,           0 ,          5 ,              5 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440028 ,           1 ,          0 ,              1 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 440021 ,           0 ,          6 ,              6 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 440037 ,           2 ,          7 ,              9 ,   12 ,2025
11/28/25 ,Maharashtra ,Nagpur   , 440021 ,           2 ,          1 ,              3 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 440018 ,           0 ,          1 ,              1 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 440035 ,           0 ,          2 ,              2 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441001 ,           0 ,          2 ,              2 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441107 ,           1 ,          1 ,              2 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441109 ,           0 ,          3 ,              3 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441110 ,           0 ,          2 ,              2 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441210 ,           1 ,          2 ,              3 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441302 ,           1 ,          1 ,              2 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441404 ,           0 ,          1 ,              1 ,   11 ,2025
11/29/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440032 ,           0 ,          2 ,              2 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440037 ,           0 ,          2 ,              2 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441102 ,           0 ,          1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441214 ,           0 ,          1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441302 ,           0 ,          1 ,              1 ,   11 ,2025
11/25/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          2 ,              2 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440037 ,           2 ,         11 ,             13 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 440005 ,           0 ,          1 ,              1 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 440032 ,           1 ,          1 ,              2 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 440033 ,           0 ,          2 ,              2 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 441001 ,           0 ,          6 ,              6 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 441123 ,           0 ,          2 ,              2 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 441501 ,           0 ,         11 ,             11 ,   11 ,2025
11/8/25  ,Maharashtra ,Nagpur   , 440029 ,           0 ,          2 ,              2 ,   11 ,2025
11/7/25  ,Maharashtra ,Nagpur   , 440028 ,           0 ,          1 ,              1 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441107 ,           0 ,          1 ,              1 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441122 ,           0 ,          1 ,              1 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441501 ,           0 ,          2 ,              2 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441103 ,           0 ,          6 ,              6 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441110 ,           1 ,          2 ,              3 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441306 ,           0 ,          3 ,              3 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441501 ,           0 ,          3 ,              3 ,   11 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441701 ,           0 ,          1 ,              1 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 441112 ,           0 ,         17 ,             17 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 441113 ,           0 ,         13 ,             13 ,   10 ,2025
10/23/25 ,Maharashtra ,Nagpur   , 441210 ,           0 ,          1 ,              1 ,   10 ,2025
10/24/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          2 ,              2 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 441105 ,           1 ,          1 ,              2 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440006 ,           0 ,          1 ,              1 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440015 ,           1 ,          6 ,              7 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441102 ,           0 ,          2 ,              2 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440036 ,           0 ,          1 ,              1 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441001 ,           0 ,          2 ,              2 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441002 ,           0 ,          2 ,              2 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441102 ,           0 ,          1 ,              1 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441107 ,           0 ,          1 ,              1 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441108 ,           0 ,          4 ,              4 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441110 ,           0 ,          1 ,              1 ,   10 ,2025
10/18/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,   10 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 440037 ,           0 ,          3 ,              3 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 441002 ,           0 ,          1 ,              1 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 441108 ,           1 ,          7 ,              8 ,    7 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 441210 ,           0 ,          1 ,              1 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 441204 ,           3 ,          3 ,              6 ,    7 ,2025
7/26/25  ,Maharashtra ,Nagpur   , 441404 ,           0 ,          6 ,              6 ,    7 ,2025
8/7/25   ,Maharashtra ,Nagpur   , 440028 ,           0 ,          1 ,              1 ,    8 ,2025
7/19/25  ,Maharashtra ,Nagpur   , 441122 ,           0 ,          3 ,              3 ,    7 ,2025
7/10/25  ,Maharashtra ,Nagpur   , 440028 ,           0 ,          2 ,              2 ,    7 ,2025
7/12/25  ,Maharashtra ,Nagpur   , 440028 ,           1 ,          0 ,              1 ,    7 ,2025
7/14/25  ,Maharashtra ,Nagpur   , 441109 ,           0 ,          1 ,              1 ,    7 ,2025
7/13/25  ,Maharashtra ,Nagpur   , 440015 ,           0 ,          3 ,              3 ,    7 ,2025
7/13/25  ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,    7 ,2025
7/13/25  ,Maharashtra ,Nagpur   , 441108 ,           0 ,          1 ,              1 ,    7 ,2025
7/13/25  ,Maharashtra ,Nagpur   , 441110 ,           1 ,          2 ,              3 ,    7 ,2025
8/30/25  ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,    8 ,2025
8/30/25  ,Maharashtra ,Nagpur   , 441404 ,           1 ,          0 ,              1 ,    8 ,2025
8/27/25  ,Maharashtra ,Nagpur   , 440002 ,           0 ,          2 ,              2 ,    8 ,2025
