date,state,district,pincode,age_0_5,age_5_17,age_18_greater
31-10-2025,Haryana,Hisar,125044,1,0,0
31-10-2025,Haryana,Hisar,125052,7,0,0
31-10-2025,Haryana,Hisar,125113,6,0,0
01-11-2025,Haryana,Hisar,125042,1,0,0
02-11-2025,Haryana,Hisar,125047,2,0,0
03-11-2025,Haryana,Hisar,125038,1,0,0
03-11-2025,Haryana,Hisar,125112,1,0,0
12-11-2025,Haryana,Hisar,125005,1,0,0
12-11-2025,Haryana,Hisar,125038,1,0,0
12-11-2025,Haryana,Hisar,125039,3,0,1
12-11-2025,Haryana,Hisar,125042,5,0,0
12-11-2025,Haryana,Hisar,125044,1,0,0
11-11-2025,Haryana,Hisar,125001,23,1,0
11-11-2025,Haryana,Hisar,125042,1,0,0
15-11-2025,Haryana,Hisar,125001,42,5,0
15-11-2025,Haryana,Hisar,125006,4,0,0
15-11-2025,Haryana,Hisar,125033,12,0,0
15-11-2025,Haryana,Hisar,125039,14,0,0
15-11-2025,Haryana,Hisar,125042,7,0,0
15-11-2025,Haryana,Hisar,125048,1,0,0
15-11-2025,Haryana,Hisar,125049,2,1,0
15-11-2025,Haryana,Hisar,125112,3,1,0
16-11-2025,Haryana,Hisar,125039,9,0,0
16-11-2025,Haryana,Hisar,125049,4,1,0
16-11-2025,Haryana,Hisar,125113,3,0,0
18-11-2025,Haryana,Hisar,125044,2,0,0
18-11-2025,Haryana,Hisar,125049,4,0,0
18-11-2025,Haryana,Hisar,125052,8,0,0
18-11-2025,Haryana,Hisar,125113,4,0,0
18-11-2025,Haryana,Hisar,125121,2,0,0
17-11-2025,Haryana,Hisar,125005,0,1,0
17-11-2025,Haryana,Hisar,125033,9,1,0
17-11-2025,Haryana,Hisar,125042,2,0,0
19-11-2025,Haryana,Hisar,125006,3,0,0
19-11-2025,Haryana,Hisar,125052,12,1,0
25-11-2025,Haryana,Hisar,125049,4,0,1
15-12-2025,Haryana,Hisar,125038,3,0,0
15-12-2025,Haryana,Hisar,125042,8,0,0
15-12-2025,Haryana,Hisar,125047,3,0,0
15-12-2025,Haryana,Hisar,125049,3,0,0
22-12-2025,Haryana,Hisar,125004,3,0,0
22-12-2025,Haryana,Hisar,125005,3,0,0
22-12-2025,Haryana,Hisar,125039,10,0,0
22-12-2025,Haryana,Hisar,125121,22,0,0
21-12-2025,Haryana,Hisar,125001,12,0,0
21-12-2025,Haryana,Hisar,125004,1,0,0
21-12-2025,Haryana,Hisar,125044,1,0,0
24-12-2025,Haryana,Hisar,125052,3,0,0
24-12-2025,Haryana,Hisar,125113,6,0,0
24-12-2025,Haryana,Hisar,125121,2,0,0
23-12-2025,Haryana,Hisar,125004,2,0,0
23-12-2025,Haryana,Hisar,125005,3,0,0
23-12-2025,Haryana,Hisar,125049,1,0,0
23-12-2025,Haryana,Hisar,125052,8,0,0
25-12-2025,Haryana,Hisar,125004,1,0,0
27-12-2025,Haryana,Hisar,125044,2,0,0
27-12-2025,Haryana,Hisar,125113,5,0,0
26-12-2025,Haryana,Hisar,125039,4,0,0
29-12-2025,Haryana,Hisar,125033,6,0,0
29-12-2025,Haryana,Hisar,125038,1,0,0
29-12-2025,Haryana,Hisar,125052,7,0,0
29-12-2025,Haryana,Hisar,127041,1,0,0
28-12-2025,Haryana,Hisar,125001,9,0,0
28-12-2025,Haryana,Hisar,125038,1,0,0
01-01-2026,Haryana,Hisar,125005,0,1,0
01-01-2026,Haryana,Hisar,125039,4,2,0
01-01-2026,Haryana,Hisar,125042,9,0,0
01-01-2026,Haryana,Hisar,125049,2,0,0
01-01-2026,Haryana,Hisar,125050,1,0,0
31-12-2025,Haryana,Hisar,125001,24,1,0
31-12-2025,Haryana,Hisar,125006,1,0,0
31-12-2025,Haryana,Hisar,125039,8,0,0
31-12-2025,Haryana,Hisar,125112,1,0,0
02-01-2026,Haryana,Hisar,125001,22,1,0
02-01-2026,Haryana,Hisar,125006,1,0,0
02-01-2026,Haryana,Hisar,125038,1,0,0
02-01-2026,Haryana,Hisar,125042,3,1,0
02-01-2026,Haryana,Hisar,125113,9,0,0
09-06-2025,Haryana,Hisar,125005,1,0,0
09-06-2025,Haryana,Hisar,125039,2,1,0
09-06-2025,Haryana,Hisar,125044,1,1,1
09-06-2025,Haryana,Hisar,125112,1,0,0
10-06-2025,Haryana,Hisar,125113,5,1,1
11-06-2025,Haryana,Hisar,125033,7,0,0
13-06-2025,Haryana,Hisar,125112,2,1,0
13-06-2025,Haryana,Hisar,125113,1,0,0
14-06-2025,Haryana,Hisar,125039,1,0,0
12-06-2025,Haryana,Hisar,125033,6,0,0
15-06-2025,Haryana,Hisar,125033,2,0,0
15-06-2025,Haryana,Hisar,125044,1,1,0
17-06-2025,Haryana,Hisar,125049,3,0,0
16-06-2025,Haryana,Hisar,125001,19,2,0
16-06-2025,Haryana,Hisar,125004,1,0,0
16-06-2025,Haryana,Hisar,125113,5,0,0
16-06-2025,Haryana,Hisar,125121,6,0,0
18-06-2025,Haryana,Hisar,125033,8,0,0
18-06-2025,Haryana,Hisar,125047,2,0,0
01-09-2025,Haryana,Hisar,125005,0,1,0
01-09-2025,Haryana,Hisar,125039,3,1,0
03-09-2025,Haryana,Hisar,125006,1,0,0
03-09-2025,Haryana,Hisar,125033,14,0,0
03-09-2025,Haryana,Hisar,125052,8,0,0
02-09-2025,Haryana,Hisar,125052,5,0,0
06-09-2025,Haryana,Hisar,125006,2,0,0
06-09-2025,Haryana,Hisar,125052,4,0,0
04-09-2025,Haryana,Hisar,125005,1,0,0
04-09-2025,Haryana,Hisar,125044,4,0,0
04-09-2025,Haryana,Hisar,125048,1,0,0
04-09-2025,Haryana,Hisar,125052,3,0,0
04-09-2025,Haryana,Hisar,125113,0,1,0
05-09-2025,Haryana,Hisar,125001,22,1,0
05-09-2025,Haryana,Hisar,125052,7,1,0
05-09-2025,Haryana,Hisar,125113,1,1,0
07-09-2025,Haryana,Hisar,125044,0,1,0
09-09-2025,Haryana,Hisar,125004,5,0,0
09-09-2025,Haryana,Hisar,125121,17,0,0
08-09-2025,Haryana,Hisar,125001,22,2,0
08-09-2025,Haryana,Hisar,125047,3,0,0
10-09-2025,Haryana,Hisar,125033,16,0,1
10-09-2025,Haryana,Hisar,125039,3,0,0
10-09-2025,Haryana,Hisar,125044,3,0,0
11-09-2025,Haryana,Hisar,125033,13,1,0
11-09-2025,Haryana,Hisar,125049,2,0,0
11-09-2025,Haryana,Hisar,125113,3,0,0
14-09-2025,Haryana,Hisar,125001,8,1,0
15-09-2025,Haryana,Hisar,125004,1,0,0
15-09-2025,Haryana,Hisar,125112,3,0,0
12-09-2025,Haryana,Hisar,125004,5,0,0
12-09-2025,Haryana,Hisar,125037,1,0,0
12-09-2025,Haryana,Hisar,125039,3,0,0
12-09-2025,Haryana,Hisar,125047,4,1,0
12-09-2025,Haryana,Hisar,125121,10,0,0
16-09-2025,Haryana,Hisar,125042,2,0,0
16-09-2025,Haryana,Hisar,125049,2,0,0
16-09-2025,Haryana,Hisar,125112,5,0,0
17-09-2025,Haryana,Hisar,125044,1,0,0
17-09-2025,Haryana,Hisar,125049,3,0,0
17-09-2025,Haryana,Hisar,125113,5,0,0
20-09-2025,Haryana,Hisar,125112,1,0,0
18-09-2025,Haryana,Hisar,125039,2,0,0
19-09-2025,Haryana,Hisar,125033,8,0,0
19-09-2025,Haryana,Hisar,125052,6,1,0
23-09-2025,Haryana,Hisar,125001,5,0,0
23-09-2025,Haryana,Hisar,125005,2,0,0
23-09-2025,Haryana,Hisar,125006,1,0,0
23-09-2025,Haryana,Hisar,125044,1,0,0
24-09-2025,Haryana,Hisar,125001,17,0,0
24-09-2025,Haryana,Hisar,125004,2,0,0
24-09-2025,Haryana,Hisar,125044,2,0,0
24-09-2025,Haryana,Hisar,125047,5,0,0
24-09-2025,Haryana,Hisar,125121,5,0,0
25-09-2025,Haryana,Hisar,125006,1,0,0
25-09-2025,Haryana,Hisar,125038,1,0,0
26-09-2025,Haryana,Hisar,125042,1,0,0
29-09-2025,Haryana,Hisar,125033,3,0,0
29-09-2025,Haryana,Hisar,125047,1,0,0
29-09-2025,Haryana,Hisar,125121,2,0,0
30-09-2025,Haryana,Hisar,125049,0,0,1
27-09-2025,Haryana,Hisar,125001,2,0,0
26-10-2025,Haryana,Hisar,125001,10,1,0
26-10-2025,Haryana,Hisar,125004,2,0,0
26-10-2025,Haryana,Hisar,125005,2,0,0
26-10-2025,Haryana,Hisar,125033,4,1,0
26-10-2025,Haryana,Hisar,125039,3,0,0
26-10-2025,Haryana,Hisar,125112,2,1,0
13-10-2025,Haryana,Hisar,125033,11,0,0
13-10-2025,Haryana,Hisar,125042,5,0,0
13-10-2025,Haryana,Hisar,125047,5,0,0
15-10-2025,Haryana,Hisar,125039,1,0,0
15-10-2025,Haryana,Hisar,125121,6,2,0
16-10-2025,Haryana,Hisar,125044,0,1,0
16-10-2025,Haryana,Hisar,125112,1,0,0
17-10-2025,Haryana,Hisar,125033,25,2,0
17-10-2025,Haryana,Hisar,125039,11,0,0
17-10-2025,Haryana,Hisar,125113,9,2,0
18-10-2025,Haryana,Hisar,125001,18,1,0
18-10-2025,Haryana,Hisar,125004,1,0,0
18-10-2025,Haryana,Hisar,125038,1,0,0
18-10-2025,Haryana,Hisar,125047,2,0,0
19-10-2025,Haryana,Hisar,125039,5,0,0
19-10-2025,Haryana,Hisar,125053,1,0,0
20-10-2025,Haryana,Hisar,125113,1,0,0
20-10-2025,Haryana,Hisar,125121,2,0,0
21-10-2025,Haryana,Hisar,125001,1,0,0
21-10-2025,Haryana,Hisar,125039,2,0,0
25-10-2025,Haryana,Hisar,125004,3,0,0
25-10-2025,Haryana,Hisar,125033,17,0,0
25-10-2025,Haryana,Hisar,125039,7,0,0
28-10-2025,Haryana,Hisar,125004,1,0,0
28-10-2025,Haryana,Hisar,125113,2,0,0
27-10-2025,Haryana,Hisar,125049,5,0,0
29-10-2025,Haryana,Hisar,125033,7,0,0
29-10-2025,Haryana,Hisar,125038,1,0,0
29-10-2025,Haryana,Hisar,125052,4,0,0
29-10-2025,Haryana,Hisar,125121,1,0,0
03-11-2025,Haryana,Hisar,125033,7,1,0
03-11-2025,Haryana,Hisar,125047,1,0,0
06-11-2025,Haryana,Hisar,125033,6,0,0
07-11-2025,Haryana,Hisar,125006,2,0,0
07-11-2025,Haryana,Hisar,125039,5,0,0
07-11-2025,Haryana,Hisar,125052,4,0,0
07-11-2025,Haryana,Hisar,125113,2,0,0
09-11-2025,Haryana,Hisar,125005,5,0,0
09-11-2025,Haryana,Hisar,125037,1,0,0
09-11-2025,Haryana,Hisar,125049,2,0,0
09-11-2025,Haryana,Hisar,125052,2,0,0
08-11-2025,Haryana,Hisar,125033,7,0,0
08-11-2025,Haryana,Hisar,125113,3,0,0
12-11-2025,Haryana,Hisar,125047,2,0,0
13-11-2025,Haryana,Hisar,125039,3,0,0
13-11-2025,Haryana,Hisar,125044,2,0,0
13-11-2025,Haryana,Hisar,125052,2,0,0
16-11-2025,Haryana,Hisar,125001,20,4,0
16-11-2025,Haryana,Hisar,125006,3,1,0
16-11-2025,Haryana,Hisar,125038,2,0,0
16-11-2025,Haryana,Hisar,125047,5,0,0
25-11-2025,Haryana,Hisar,125037,2,0,0
25-11-2025,Haryana,Hisar,125038,1,0,0
25-11-2025,Haryana,Hisar,125047,1,0,0
25-11-2025,Haryana,Hisar,125112,2,0,0
15-12-2025,Haryana,Hisar,125001,33,2,0
15-12-2025,Haryana,Hisar,125005,3,0,0
15-12-2025,Haryana,Hisar,125033,22,1,0
15-12-2025,Haryana,Hisar,125039,11,0,0
30-10-2025,Haryana,Hisar,125001,55,5,0
31-10-2025,Haryana,Hisar,125004,1,1,0
31-10-2025,Haryana,Hisar,125121,14,0,0
02-11-2025,Haryana,Hisar,125006,1,0,0
02-11-2025,Haryana,Hisar,125039,3,1,0
02-11-2025,Haryana,Hisar,125044,6,0,0
02-11-2025,Haryana,Hisar,125052,9,1,0
02-11-2025,Haryana,Hisar,125112,1,0,0
01-11-2025,Haryana,Hisar,125033,4,0,0
01-11-2025,Haryana,Hisar,125044,2,0,0
01-11-2025,Haryana,Hisar,125049,1,1,0
01-11-2025,Haryana,Hisar,125113,3,0,0
10-11-2025,Haryana,Hisar,125001,23,5,0
10-11-2025,Haryana,Hisar,125033,12,0,0
11-11-2025,Haryana,Hisar,125039,5,0,0
14-11-2025,Haryana,Hisar,125048,1,0,0
15-11-2025,Haryana,Hisar,125038,1,0,0
15-11-2025,Haryana,Hisar,125052,20,1,0
19-11-2025,Haryana,Hisar,125005,1,0,0
19-11-2025,Haryana,Hisar,125049,5,0,0
18-11-2025,Haryana,Hisar,125039,5,0,0
21-12-2025,Haryana,Hisar,125033,6,0,0
21-12-2025,Haryana,Hisar,125049,1,0,0
21-12-2025,Haryana,Hisar,125052,2,0,0
22-12-2025,Haryana,Hisar,125049,3,0,0
22-12-2025,Haryana,Hisar,125112,3,0,0
24-12-2025,Haryana,Hisar,125001,16,0,0
24-12-2025,Haryana,Hisar,125005,3,0,0
24-12-2025,Haryana,Hisar,125033,1,0,0
24-12-2025,Haryana,Hisar,125038,1,0,0
24-12-2025,Haryana,Hisar,125047,1,0,0
24-12-2025,Haryana,Hisar,125112,1,0,0
23-12-2025,Haryana,Hisar,125037,1,0,0
23-12-2025,Haryana,Hisar,125042,1,0,0
23-12-2025,Haryana,Hisar,125047,5,0,0
23-12-2025,Haryana,Hisar,125112,1,0,0
25-12-2025,Haryana,Hisar,125006,2,0,0
25-12-2025,Haryana,Hisar,125113,3,1,0
25-12-2025,Haryana,Hisar,125121,4,0,0
26-12-2025,Haryana,Hisar,125006,0,1,0
26-12-2025,Haryana,Hisar,125047,5,0,0
26-12-2025,Haryana,Hisar,125052,4,0,0
27-12-2025,Haryana,Hisar,125033,8,0,0
29-12-2025,Haryana,Hisar,125042,2,0,0
29-12-2025,Haryana,Hisar,125121,11,0,0
28-12-2025,Haryana,Hisar,125005,1,0,0
28-12-2025,Haryana,Hisar,125044,1,0,0
28-12-2025,Haryana,Hisar,125047,6,0,0
28-12-2025,Haryana,Hisar,125052,2,0,0
01-01-2026,Haryana,Hisar,125037,1,0,0
01-01-2026,Haryana,Hisar,125047,4,1,0
01-01-2026,Haryana,Hisar,125052,12,0,0
01-01-2026,Haryana,Hisar,125113,4,0,0
31-12-2025,Haryana,Hisar,125042,6,0,0
31-12-2025,Haryana,Hisar,125047,2,0,0
02-01-2026,Haryana,Hisar,125033,10,1,0
02-01-2026,Haryana,Hisar,125039,5,0,0
09-06-2025,Haryana,Hisar,125006,5,0,0
09-06-2025,Haryana,Hisar,125033,12,1,0
09-06-2025,Haryana,Hisar,125047,3,1,0
12-06-2025,Haryana,Hisar,125004,2,0,0
11-06-2025,Haryana,Hisar,125001,11,3,0
11-06-2025,Haryana,Hisar,125044,2,0,0
11-06-2025,Haryana,Hisar,125047,3,0,0
11-06-2025,Haryana,Hisar,125121,4,0,0
14-06-2025,Haryana,Hisar,125001,1,2,0
14-06-2025,Haryana,Hisar,125033,3,0,0
14-06-2025,Haryana,Hisar,125121,2,0,0
13-06-2025,Haryana,Hisar,125006,1,0,0
13-06-2025,Haryana,Hisar,125044,1,0,0
13-06-2025,Haryana,Hisar,125047,1,0,0
13-06-2025,Haryana,Hisar,125052,3,0,0
13-06-2025,Haryana,Hisar,125121,7,0,0
16-06-2025,Haryana,Hisar,125033,8,0,0
16-06-2025,Haryana,Hisar,125112,1,0,0
17-06-2025,Haryana,Hisar,125006,1,1,0
17-06-2025,Haryana,Hisar,125037,2,0,0
17-06-2025,Haryana,Hisar,125042,4,0,0
17-06-2025,Haryana,Hisar,125121,3,0,0
19-06-2025,Haryana,Hisar,125033,11,0,0
19-06-2025,Haryana,Hisar,125044,2,1,0
19-06-2025,Haryana,Hisar,125052,7,1,0
19-06-2025,Haryana,Hisar,125121,13,1,0
18-06-2025,Haryana,Hisar,125005,1,0,0
18-06-2025,Haryana,Hisar,125042,2,0,0
18-06-2025,Haryana,Hisar,125121,5,0,0
01-09-2025,Haryana,Hisar,125004,3,0,0
01-09-2025,Haryana,Hisar,125033,6,1,0
01-09-2025,Haryana,Hisar,125049,4,0,0
01-09-2025,Haryana,Hisar,125113,3,0,0
03-09-2025,Haryana,Hisar,125039,2,0,0
03-09-2025,Haryana,Hisar,125112,1,0,0
04-09-2025,Haryana,Hisar,125006,1,0,0
04-09-2025,Haryana,Hisar,125033,12,0,0
04-09-2025,Haryana,Hisar,125042,1,0,0
06-09-2025,Haryana,Hisar,125004,1,0,0
06-09-2025,Haryana,Hisar,125112,1,0,0
06-09-2025,Haryana,Hisar,125113,0,1,0
07-09-2025,Haryana,Hisar,125004,0,1,0
08-09-2025,Haryana,Hisar,125039,4,0,0
10-09-2025,Haryana,Hisar,125038,4,0,0
10-09-2025,Haryana,Hisar,125042,1,0,0
10-09-2025,Haryana,Hisar,125048,1,0,0
10-09-2025,Haryana,Hisar,125049,1,0,0
09-09-2025,Haryana,Hisar,125047,1,0,0
09-09-2025,Haryana,Hisar,125049,2,0,0
09-09-2025,Haryana,Hisar,125113,2,1,0
12-09-2025,Haryana,Hisar,125001,29,1,0
12-09-2025,Haryana,Hisar,125033,7,0,0
12-09-2025,Haryana,Hisar,125052,4,1,0
12-09-2025,Haryana,Hisar,125113,8,0,0
11-09-2025,Haryana,Hisar,125004,1,0,0
11-09-2025,Haryana,Hisar,125006,2,0,0
11-09-2025,Haryana,Hisar,125038,1,0,0
11-09-2025,Haryana,Hisar,125042,2,0,0
11-09-2025,Haryana,Hisar,125047,3,0,0
11-09-2025,Haryana,Hisar,125052,5,1,0
14-09-2025,Haryana,Hisar,125006,1,0,0
14-09-2025,Haryana,Hisar,125052,1,0,0
15-09-2025,Haryana,Hisar,125001,8,1,0
15-09-2025,Haryana,Hisar,125047,8,0,0
15-09-2025,Haryana,Hisar,125049,2,0,0
15-09-2025,Haryana,Hisar,125050,1,0,0
15-09-2025,Haryana,Hisar,125052,7,1,0
13-09-2025,Haryana,Hisar,125033,6,1,0
16-09-2025,Haryana,Hisar,125047,3,0,0
18-09-2025,Haryana,Hisar,125004,0,1,0
18-09-2025,Haryana,Hisar,125005,3,1,0
18-09-2025,Haryana,Hisar,125033,5,0,0
18-09-2025,Haryana,Hisar,125042,1,0,0
18-09-2025,Haryana,Hisar,125047,2,0,0
18-09-2025,Haryana,Hisar,125112,1,0,0
17-09-2025,Haryana,Hisar,125001,21,4,0
17-09-2025,Haryana,Hisar,125004,2,0,0
17-09-2025,Haryana,Hisar,125039,3,0,0
20-09-2025,Haryana,Hisar,125121,3,0,0
19-09-2025,Haryana,Hisar,125001,17,2,0
19-09-2025,Haryana,Hisar,125004,1,0,0
22-09-2025,Haryana,Hisar,125001,5,1,0
22-09-2025,Haryana,Hisar,125004,2,0,0
22-09-2025,Haryana,Hisar,125121,6,0,0
21-09-2025,Haryana,Hisar,125001,1,0,0
24-09-2025,Haryana,Hisar,125039,5,0,0
25-09-2025,Haryana,Hisar,125042,4,0,0
29-09-2025,Haryana,Hisar,125001,2,0,0
27-09-2025,Haryana,Hisar,125033,4,0,0
27-09-2025,Haryana,Hisar,125052,2,0,0
30-09-2025,Haryana,Hisar,125001,1,0,0
26-10-2025,Haryana,Hisar,125006,3,0,0
26-10-2025,Haryana,Hisar,125038,1,0,0
26-10-2025,Haryana,Hisar,125050,1,0,0
13-10-2025,Haryana,Hisar,125001,19,0,0
13-10-2025,Haryana,Hisar,125112,1,0,0
13-10-2025,Haryana,Hisar,125121,8,0,0
15-10-2025,Haryana,Hisar,125004,3,0,0
15-10-2025,Haryana,Hisar,125005,3,0,0
15-10-2025,Haryana,Hisar,125006,2,1,0
15-10-2025,Haryana,Hisar,125113,6,0,0
16-10-2025,Haryana,Hisar,125001,15,0,0
16-10-2025,Haryana,Hisar,125039,6,0,0
16-10-2025,Haryana,Hisar,125047,2,0,0
16-10-2025,Haryana,Hisar,125113,0,1,0
17-10-2025,Haryana,Hisar,125112,4,0,0
17-10-2025,Haryana,Hisar,125121,13,0,0
18-10-2025,Haryana,Hisar,125044,3,0,0
18-10-2025,Haryana,Hisar,125052,4,0,0
19-10-2025,Haryana,Hisar,125047,1,0,0
19-10-2025,Haryana,Hisar,125049,8,0,0
19-10-2025,Haryana,Hisar,125052,6,0,0
24-10-2025,Haryana,Hisar,125001,12,3,0
24-10-2025,Haryana,Hisar,125004,1,0,0
24-10-2025,Haryana,Hisar,125038,1,0,0
24-10-2025,Haryana,Hisar,125042,4,0,0
24-10-2025,Haryana,Hisar,125044,1,0,0
24-10-2025,Haryana,Hisar,125112,1,0,0
25-10-2025,Haryana,Hisar,125001,27,4,0
25-10-2025,Haryana,Hisar,125042,2,0,0
27-10-2025,Haryana,Hisar,125044,0,1,0
27-10-2025,Haryana,Hisar,125113,2,0,0
28-10-2025,Haryana,Hisar,125042,2,0,0
28-10-2025,Haryana,Hisar,125052,9,0,0
28-10-2025,Haryana,Hisar,125121,8,0,0
31-10-2025,Haryana,Hisar,125001,32,0,0
31-10-2025,Haryana,Hisar,125039,8,1,0
31-10-2025,Haryana,Hisar,125112,2,0,0
30-10-2025,Haryana,Hisar,125033,42,0,0
30-10-2025,Haryana,Hisar,125044,7,0,0
30-10-2025,Haryana,Hisar,125112,5,0,0
29-10-2025,Haryana,Hisar,125042,4,0,0
29-10-2025,Haryana,Hisar,125049,3,0,0
02-11-2025,Haryana,Hisar,125001,37,2,0
